SessionID,EmpaticaID,fft_pLF,fft_pHF,fft_LFHFratio,fft_VLF,fft_LF,fft_HF,lomb_lf,RMSSD,PNN50,TRI,TINN,lomb_hf,meanV,stdV,sdsd,qr,SessionLabel,SessionLabel2,SessionLabel3
S5_1,A010C3,39.97061836662066,60.02938163337932,0.6866912284143196,0.2112484199515287,1.477947990201338,2.271550934384086,0.23560321890160604,0.050757545000835604,0.249304509655387,4.110331890331888,0.01875,0.129940384623648,0.8190333398936251,0.04231591671104899,0.05040467397733138,0.9958333333333336,1,2,1
S5_2,A010C3,45.095441383489124,54.904558616510876,1.1146806902313744,0.28057162885447134,1.3838732255299977,1.7700105107327404,0.13713131645509433,0.050104807341574874,0.2656777922307073,4.665294312169312,0.0302734375,0.16055498132519588,0.6849422148550436,0.04041303351463852,0.050039077361059,0.9959298444212238,3,2,3
S5_3,A010C3,60.410608234869,39.58939176513102,1.7016307167159148,0.9340702062690069,2.46285454638543,1.6519994959838578,0.4632743185672653,0.03724313272644201,0.11704498626747675,5.351652132086915,0.0177083333333332,0.3204705657892301,0.8042232057499045,0.05755216217148678,0.0371932454518816,1.0,1,2,2
S5_4,A010C3,28.11253623241795,71.88746376758205,0.3941848994274341,8.678075336318368e-14,0.7072498917592166,1.7378196817899998,0.2315976538687405,0.056594470819383506,0.2831439393939395,3.875,0.015625,0.17237824943452498,0.5320904092194568,0.045884318044003,0.0556891024461045,1.0,1,2,0
S6_1,A010C3,38.75663292485968,61.24336707514033,0.6609202156899241,0.31948347692984264,1.7198896362305451,2.693959134596158,0.06703552867031225,0.047413232051704,0.22652468108113402,4.723315251140328,0.04475911458333326,0.09497374574870149,0.6497812931899573,0.03672805627053876,0.047378010412209744,0.9962628393250181,1,1,1
S6_2,A010C3,38.06709896292031,61.93290103707971,0.6952553783182618,3.570497877180314e-14,1.0351382047081787,1.7740653918838383,0.21095064663107677,0.06915329770396458,0.430557537700395,5.269841269841269,0.015625,0.23908732695778118,0.673538513689202,0.05872153151921872,0.06842862229978841,0.9580498866213154,3,3,3
S6_3,A010C3,38.41455439954295,61.58544560045702,0.6675844333294175,0.6292869288092362,1.891927106947628,3.0089705285042063,0.41107549194939885,0.06320321769236281,0.24961436517480587,5.219166955049308,0.03385416666666661,0.4428127475722427,0.6861672666459067,0.06137820570456079,0.0628916375979612,0.9856968345554049,1,1,2
S6_4,A010C3,41.245921850852966,58.75407814914703,0.7552383190095414,2.5665680162976594e-14,0.8045134675347066,1.107565788637827,6.825958824491573,0.20313004873797302,0.3613876319758674,4.472222222222224,0.015625,5.493620935901685,0.41694440963552637,0.14986174999615864,0.2030103690281636,0.9761904761904765,1,1,0
S7_1,A010C3,34.424033006170006,65.57596699383,0.537490892699127,0.3887501428703014,1.576883843593882,2.919510597458422,2.912968519564906,0.18474989800869862,0.7109720243913796,6.225,0.015625,1.8779230051702505,1.096010791713018,0.12596644505472718,0.18442814411979533,0.9862470862470865,3,2,1
S7_2,A010C3,36.0473175276496,63.95268247235038,0.5917743277650477,0.05449949832372985,1.2454936983311304,2.2430164043177347,0.8315148247364392,0.10541109617855929,0.5684332374549766,6.273809523809523,0.03162202380952385,0.5839493575825988,0.8737547545739117,0.08273302803922114,0.10503402766563928,0.9786247832466317,3,2,3
S7_4,A010C3,40.392178000299815,59.60782199970017,0.7678167021776455,0.5583503698358692,2.187010435702219,3.455433319851471,0.46245567424962325,0.0678160303703066,0.3372420497721531,5.5543650793650805,0.04114583333333321,0.3916173951562008,1.1503004983114675,0.060059037704470006,0.06766915021959702,1.0,1,1,0
S8_1,A010C3,38.77707165100802,61.22292834899199,0.6746248531665839,0.364544849692731,1.8535593703494235,2.9455476532062352,0.24802723607615076,0.05898673352641099,0.36445602059914667,6.294351851851851,0.0260416666666666,0.3357576578807544,0.7937371096191701,0.060857501655893605,0.05883866254473301,1.0,1,1,1
S8_2,A010C3,31.449272997771086,68.55072700222891,0.506577213442684,0.1735952411602866,0.9995650551144651,2.3806729508601436,0.7708304719160954,0.09297157248627666,0.46010831741382024,4.371825396825395,0.022135416666666668,0.820553159402803,0.8408281123553212,0.068060973895118,0.09261344476549811,0.979603993964492,1,2,3
S8_3,A010C3,33.493045513006166,66.50695448699383,0.6322187130470406,0.35801289336488334,1.4024496515264024,2.9992093183131074,0.6273444417560109,0.06031281471676865,0.3424012778110544,6.912433862433859,0.032986111111111,0.9657208217314697,0.6971343603415158,0.06748894358287533,0.060172332623861,0.9962121212121213,1,1,2
S9_1,A010C3,43.949147497338544,56.05085250266146,0.8140160234109218,0.24018721487689573,1.734609700725156,2.1773376266283577,0.1745707133028006,0.0240465154812108,0.05858470815662161,3.8947578347578338,0.0484375,0.12385093573146741,0.57672784778719,0.030310322895400803,0.023889154286288797,1.0,1,2,1
S9_2,A010C3,40.57704904565544,59.42295095434454,0.7556089850667256,0.2610392413635382,1.381826272180706,2.0421520893122445,0.07574634102502541,0.03614775523115779,0.13042806450135278,3.783784838350056,0.0213541666666666,0.06035026170506501,0.5007572501659894,0.0313924446391196,0.03609446316839579,1.0,3,3,3
S9_3,A010C3,48.630114927778614,51.3698850722214,1.0606073384606052,0.5790422462150676,1.9665154634977662,2.039455774067434,0.1352039393891234,0.025960541071470004,0.04519512367629901,3.6709325396825374,0.0291666666666666,0.176680118820988,0.5795525904912568,0.033246056859597604,0.025941579989101602,1.0,1,2,2
